open_time,open_time UTC+7,open,high,low,close,volume,close_time,close_time UTC+7
1.63513E+12,2021-10-25 11:00:00,62084.68,62900,61764.45,62660.65,5935.2857,1.63515E+12,2021-10-25 15:00:00
1.63515E+12,2021-10-25 15:00:00,62660.65,63200,62450.91,62759.19,6884.80596,1.63516E+12,2021-10-25 19:00:00
1.63516E+12,2021-10-25 19:00:00,62759.19,63638,62578.64,63606.87,7650.68408,1.63518E+12,2021-10-25 23:00:00
1.63518E+12,2021-10-25 23:00:00,63606.86,63710.63,62635.72,62688,6284.25929,1.63519E+12,2021-10-26 03:00:00
1.63519E+12,2021-10-26 03:00:00,62688,63329.48,62530,63078.78,3643.61807,1.63521E+12,2021-10-26 07:00:00
1.63521E+12,2021-10-26 07:00:00,63078.78,63293.48,62619.42,62758.02,4194.45189,1.63522E+12,2021-10-26 11:00:00
1.63522E+12,2021-10-26 11:00:00,62758.01,62815.98,62184.01,62432.54,4755.97248,1.63524E+12,2021-10-26 15:00:00
1.63524E+12,2021-10-26 15:00:00,62432.54,63110,62423.71,62739.98,5072.16094,1.63525E+12,2021-10-26 19:00:00
1.63525E+12,2021-10-26 19:00:00,62739.99,62882.99,61800,62514.59,8543.07928,1.63526E+12,2021-10-26 23:00:00
1.63526E+12,2021-10-26 23:00:00,62514.59,62743.86,61826.08,62000,5640.88431,1.63528E+12,2021-10-27 03:00:00
1.63528E+12,2021-10-27 03:00:00,62000.01,62300.27,59817.55,60328.81,12010.95193,1.63529E+12,2021-10-27 07:00:00
1.63529E+12,2021-10-27 07:00:00,60328.81,60840,60138.4,60714.34,6681.03292,1.63531E+12,2021-10-27 11:00:00
1.63531E+12,2021-10-27 11:00:00,60714.33,61496,59908.61,59949.93,10770.83561,1.63532E+12,2021-10-27 15:00:00
