open_time,open_time UTC+7,open,high,low,close,volume,close_time,close_time UTC+7
1.51649E+12,2018-01-21 07:00:00,12799.8,12799.8,11300,12194.18,21797.5254,1.51654E+12,2018-01-21 19:00:00
1.51654E+12,2018-01-21 19:00:00,12194.18,12291.35,10965,11530,19582.24803,1.51658E+12,2018-01-22 07:00:00
1.51658E+12,2018-01-22 07:00:00,11530,11926.35,11149,11240,13986.75256,1.51662E+12,2018-01-22 19:00:00
1.51662E+12,2018-01-22 19:00:00,11240,11380,9900.24,10760.05,29765.85423,1.51667E+12,2018-01-23 07:00:00
1.51667E+12,2018-01-23 07:00:00,10760.05,10998,9905,10143.1,17256.60097,1.51671E+12,2018-01-23 19:00:00
1.51671E+12,2018-01-23 19:00:00,10143.01,11399,9987.02,10799.18,20217.32158,1.51675E+12,2018-01-24 07:00:00
1.51675E+12,2018-01-24 07:00:00,10799.14,11234,10500,11111,12876.30409,1.5168E+12,2018-01-24 19:00:00
1.5168E+12,2018-01-24 19:00:00,11111,11570.48,10862.08,11349.99,14282.28367,1.51684E+12,2018-01-25 07:00:00
1.51684E+12,2018-01-25 07:00:00,11349.96,11794.05,11147.07,11215,11488.79395,1.51688E+12,2018-01-25 19:00:00
1.51688E+12,2018-01-25 19:00:00,11215,11395,10950.21,11175.27,9351.16023,1.51692E+12,2018-01-26 07:00:00
1.51692E+12,2018-01-26 07:00:00,11184.7,11643,10311.15,10513.97,17937.80773,1.51697E+12,2018-01-26 19:00:00
1.51697E+12,2018-01-26 19:00:00,10510,11399,10410,11089,15119.06423,1.51701E+12,2018-01-27 07:00:00
1.51701E+12,2018-01-27 07:00:00,11089,11400,10842.69,11020,9190.499299,1.51705E+12,2018-01-27 19:00:00
1.51705E+12,2018-01-27 19:00:00,11018,11650,10968.18,11491,9670.269046,1.5171E+12,2018-01-28 07:00:00
1.5171E+12,2018-01-28 07:00:00,11499.98,12244,11408,12012.62,10060.95117,1.51714E+12,2018-01-28 19:00:00
1.51714E+12,2018-01-28 19:00:00,12001.94,12079.9,11652,11879.95,6826.38835,1.51718E+12,2018-01-29 07:00:00
1.51718E+12,2018-01-29 07:00:00,11879.95,11975.02,11139.55,11279.99,9258.759356,1.51723E+12,2018-01-29 19:00:00
1.51723E+12,2018-01-29 19:00:00,11272.01,11499,11150,11251,4911.618182,1.51727E+12,2018-01-30 07:00:00
1.51727E+12,2018-01-30 07:00:00,11250.11,11308.42,10850,11047.34,6459.968361,1.51731E+12,2018-01-30 19:00:00
1.51731E+12,2018-01-30 19:00:00,11050.34,11096,9900,10237.51,19094.40459,1.51736E+12,2018-01-31 07:00:00
1.51736E+12,2018-01-31 07:00:00,10230,10363,9700,10290.05,12092.42759,1.5174E+12,2018-01-31 19:00:00
1.5174E+12,2018-01-31 19:00:00,10294.97,10425.85,9860,10285.1,5923.529212,1.51744E+12,2018-02-01 07:00:00
1.51744E+12,2018-02-01 07:00:00,10285.1,10335,9500,9591.44,11690.98126,1.51749E+12,2018-02-01 19:00:00
1.51749E+12,2018-02-01 19:00:00,9591.45,9665.58,8750.99,9224.52,21873.78305,1.51753E+12,2018-02-02 07:00:00
1.51753E+12,2018-02-02 07:00:00,9224.52,9250,8250.92,8299.75,20221.80264,1.51757E+12,2018-02-02 19:00:00
1.51757E+12,2018-02-02 19:00:00,8299.75,9247.79,8010.02,8873.03,29749.82434,1.51762E+12,2018-02-03 07:00:00
1.51762E+12,2018-02-03 07:00:00,8873.03,9123,8229,9099.87,14313.58336,1.51766E+12,2018-02-03 19:00:00
1.51766E+12,2018-02-03 19:00:00,9099.87,9473.01,8969,9199.96,14411.41738,1.5177E+12,2018-02-04 07:00:00
1.5177E+12,2018-02-04 07:00:00,9199.96,9368,8687.45,8691.99,10563.97937,1.51775E+12,2018-02-04 19:00:00
1.51775E+12,2018-02-04 19:00:00,8691.99,8894.12,7930,8184.81,21450.32908,1.51779E+12,2018-02-05 07:00:00
1.51779E+12,2018-02-05 07:00:00,8179.99,8382.8,7510,7578,19434.94793,1.51783E+12,2018-02-05 19:00:00
1.51783E+12,2018-02-05 19:00:00,7572.32,7788.87,6625,6939.99,43968.23465,1.51788E+12,2018-02-06 07:00:00
1.51788E+12,2018-02-06 07:00:00,6939.63,7150,6000.01,6559,50517.87455,1.51792E+12,2018-02-06 19:00:00
1.51792E+12,2018-02-06 19:00:00,6559,7878,6435.99,7652.14,49683.62576,1.51796E+12,2018-02-07 07:00:00
1.51796E+12,2018-02-07 07:00:00,7655.02,8274,7150.01,8151.53,30434.61991,1.518E+12,2018-02-07 19:00:00
1.518E+12,2018-02-07 19:00:00,8138.05,8476,7531.11,7599,30343.84059,1.51805E+12,2018-02-08 07:00:00
1.51805E+12,2018-02-08 07:00:00,7599,7844,7572.09,7784.02,1521.537318,1.51805E+12,2018-02-08 07:28:15
1.51813E+12,2018-02-09 07:00:00,7789.9,8395,7789.9,8280.11,3483.805239,1.51818E+12,2018-02-09 19:00:00
1.51818E+12,2018-02-09 19:00:00,8288.03,8738,8201.95,8683.92,16999.10559,1.51822E+12,2018-02-10 07:00:00
1.51822E+12,2018-02-10 07:00:00,8683.93,9065.78,8470,8635.99,22895.63511,1.51826E+12,2018-02-10 19:00:00
1.51826E+12,2018-02-10 19:00:00,8626.12,8800,8120,8533.98,26485.87754,1.51831E+12,2018-02-11 07:00:00
1.51831E+12,2018-02-11 07:00:00,8533.99,8549,7726.53,8140,24411.73613,1.51835E+12,2018-02-11 19:00:00
1.51835E+12,2018-02-11 19:00:00,8139.99,8500.85,8015,8063.88,20613.45183,1.51839E+12,2018-02-12 07:00:00
1.51839E+12,2018-02-12 07:00:00,8063.82,8840.82,8053,8640.01,22078.42922,1.51844E+12,2018-02-12 19:00:00
1.51844E+12,2018-02-12 19:00:00,8640.01,8989,8502,8903,19909.42127,1.51848E+12,2018-02-13 07:00:00
1.51848E+12,2018-02-13 07:00:00,8903,8950,8351,8531.47,21027.35326,1.51852E+12,2018-02-13 19:00:00
1.51852E+12,2018-02-13 19:00:00,8525.08,8725,8450,8539.9,14427.6197,1.51857E+12,2018-02-14 07:00:00
1.51857E+12,2018-02-14 07:00:00,8535.17,8930.65,8533,8927,14985.07028,1.51861E+12,2018-02-14 19:00:00
1.51861E+12,2018-02-14 19:00:00,8929.96,9489.6,8924.87,9449.99,25826.88258,1.51865E+12,2018-02-15 07:00:00
1.51865E+12,2018-02-15 07:00:00,9449.98,9925.17,9301.5,9566.56,27576.04212,1.5187E+12,2018-02-15 19:00:00
1.5187E+12,2018-02-15 19:00:00,9560.01,10219.5,9560.01,10000.09,24851.55459,1.51874E+12,2018-02-16 07:00:00
1.51874E+12,2018-02-16 07:00:00,10000.89,10323.37,9666,9799.43,21560.12909,1.51878E+12,2018-02-16 19:00:00
1.51878E+12,2018-02-16 19:00:00,9796.01,10213.3,9740,10159.98,16601.07689,1.51883E+12,2018-02-17 07:00:00
1.51883E+12,2018-02-17 07:00:00,10156.07,10877.91,10050,10683,23500.26532,1.51887E+12,2018-02-17 19:00:00
1.51887E+12,2018-02-17 19:00:00,10683,11075.07,10499.86,11039.55,18381.84309,1.51891E+12,2018-02-18 07:00:00
1.51891E+12,2018-02-18 07:00:00,11039.55,11274,10080,10550,36539.67297,1.51896E+12,2018-02-18 19:00:00
1.51896E+12,2018-02-18 19:00:00,10550,10874.99,10331,10383.43,24597.70776,1.519E+12,2018-02-19 07:00:00
1.519E+12,2018-02-19 07:00:00,10375.01,11031.31,10270.33,10918.84,20886.98783,1.51904E+12,2018-02-19 19:00:00
1.51904E+12,2018-02-19 19:00:00,10918.84,11250,10855,11153,19944.4293,1.51908E+12,2018-02-20 07:00:00
1.51908E+12,2018-02-20 07:00:00,11147.11,11650,11141,11400,23703.10729,1.51913E+12,2018-02-20 19:00:00
1.51913E+12,2018-02-20 19:00:00,11408.88,11786.01,11100.59,11200.99,24450.247,1.51917E+12,2018-02-21 07:00:00
1.51917E+12,2018-02-21 07:00:00,11195.07,11304.03,10620,10948,33161.44847,1.51921E+12,2018-02-21 19:00:00
1.51921E+12,2018-02-21 19:00:00,10948.02,11109,10200,10437.6,34952.37029,1.51926E+12,2018-02-22 07:00:00
1.51926E+12,2018-02-22 07:00:00,10439.02,10933.44,10076,10259.87,28347.78873,1.5193E+12,2018-02-22 19:00:00
1.5193E+12,2018-02-22 19:00:00,10260,10318,9679,9811.04,38712.37775,1.51934E+12,2018-02-23 07:00:00
1.51934E+12,2018-02-23 07:00:00,9815.55,10230,9570.19,10180.06,30086.98934,1.51939E+12,2018-02-23 19:00:00
1.51939E+12,2018-02-23 19:00:00,10180.06,10435,9857.75,10131.04,27115.71304,1.51943E+12,2018-02-24 07:00:00
1.51943E+12,2018-02-24 07:00:00,10131.04,10496.97,9669.94,9757,22996.47089,1.51947E+12,2018-02-24 19:00:00
1.51947E+12,2018-02-24 19:00:00,9757,9839,9352,9694.51,17891.68541,1.51952E+12,2018-02-25 07:00:00
1.51952E+12,2018-02-25 07:00:00,9694.51,9847,9487,9665.99,12961.05108,1.51956E+12,2018-02-25 19:00:00
1.51956E+12,2018-02-25 19:00:00,9663.98,9700,9274.8,9590,15412.4665,1.5196E+12,2018-02-26 07:00:00
1.5196E+12,2018-02-26 07:00:00,9590,9754.98,9350,9715.99,12523.4785,1.51965E+12,2018-02-26 19:00:00
1.51965E+12,2018-02-26 19:00:00,9708,10444.32,9640.01,10324,22354.81425,1.51969E+12,2018-02-27 07:00:00
1.51969E+12,2018-02-27 07:00:00,10321,10780,10121,10695,16624.20816,1.51973E+12,2018-02-27 19:00:00
1.51973E+12,2018-02-27 19:00:00,10698.97,10870,10463.18,10569.04,14081.17696,1.51978E+12,2018-02-28 07:00:00
1.51978E+12,2018-02-28 07:00:00,10584.33,11098,10476.28,10570.95,17690.21236,1.51982E+12,2018-02-28 19:00:00
1.51982E+12,2018-02-28 19:00:00,10574.13,10722,10300,10326.76,13110.77142,1.51986E+12,2018-03-01 07:00:00
1.51986E+12,2018-03-01 07:00:00,10325.64,10745,10240,10671.93,11137.26405,1.51991E+12,2018-03-01 19:00:00
1.51991E+12,2018-03-01 19:00:00,10671.93,11060.41,10591.16,10920,13955.28988,1.51995E+12,2018-03-02 07:00:00
1.51995E+12,2018-03-02 07:00:00,10923.36,11200,10826.52,10898.95,14483.02185,1.51999E+12,2018-03-02 19:00:00
1.51999E+12,2018-03-02 19:00:00,10898.95,11130,10770,11039,9427.68824,1.52004E+12,2018-03-03 07:00:00
1.52004E+12,2018-03-03 07:00:00,11038.99,11415.16,11015.01,11287.21,11461.85258,1.52008E+12,2018-03-03 19:00:00
1.52008E+12,2018-03-03 19:00:00,11287.21,11544,11268,11464.48,9825.300702,1.52012E+12,2018-03-04 07:00:00
1.52012E+12,2018-03-04 07:00:00,11464.47,11470,11050.02,11159.68,8925.651671,1.52016E+12,2018-03-04 19:00:00
1.52016E+12,2018-03-04 19:00:00,11159.68,11565,11090.01,11515,8370.266982,1.52021E+12,2018-03-05 07:00:00
1.52021E+12,2018-03-05 07:00:00,11515,11608,11415.01,11515,6935.609779,1.52025E+12,2018-03-05 19:00:00
1.52025E+12,2018-03-05 19:00:00,11515,11710,11441.78,11454,8208.621284,1.52029E+12,2018-03-06 07:00:00
1.52029E+12,2018-03-06 07:00:00,11455,11455,10840.01,10937,13938.09533,1.52034E+12,2018-03-06 19:00:00
1.52034E+12,2018-03-06 19:00:00,10936,11046.24,10555.48,10716.48,15577.47703,1.52038E+12,2018-03-07 07:00:00
1.52038E+12,2018-03-07 07:00:00,10716.48,10899,10400,10635.03,13225.75367,1.52042E+12,2018-03-07 19:00:00
1.52042E+12,2018-03-07 19:00:00,10635.6,10747.88,9389.31,9910,37421.91741,1.52047E+12,2018-03-08 07:00:00
1.52047E+12,2018-03-08 07:00:00,9910,10099,9470,9910.09,17131.41542,1.52051E+12,2018-03-08 19:00:00
1.52051E+12,2018-03-08 19:00:00,9902.98,9968.75,9060,9271.64,23978.05781,1.52055E+12,2018-03-09 07:00:00
1.52055E+12,2018-03-09 07:00:00,9267.07,9410,8329,8923,36360.7998,1.5206E+12,2018-03-09 19:00:00
1.5206E+12,2018-03-09 19:00:00,8933.91,9333.33,8630,9227,27751.49161,1.52064E+12,2018-03-10 07:00:00
1.52064E+12,2018-03-10 07:00:00,9230,9490,9073.66,9345,17807.1891,1.52068E+12,2018-03-10 19:00:00
1.52068E+12,2018-03-10 19:00:00,9345,9468.88,8667.07,8770.22,19372.82376,1.52073E+12,2018-03-11 07:00:00
1.52073E+12,2018-03-11 07:00:00,8770.22,9100.66,8450,9027.68,17635.44457,1.52077E+12,2018-03-11 19:00:00
1.52077E+12,2018-03-11 19:00:00,9025.03,9740,9015.11,9533.57,26690.52881,1.52081E+12,2018-03-12 07:00:00
1.52081E+12,2018-03-12 07:00:00,9533.57,9888.88,9356.02,9837.03,15357.95411,1.52086E+12,2018-03-12 19:00:00
1.52086E+12,2018-03-12 19:00:00,9837.04,9838,8780,9131.34,26872.82382,1.5209E+12,2018-03-13 07:00:00
1.5209E+12,2018-03-13 07:00:00,9131.34,9474,8870,9044.9,20406.74327,1.52094E+12,2018-03-13 19:00:00
1.52094E+12,2018-03-13 19:00:00,9049.47,9275,8823,9150,19784.66609,1.52099E+12,2018-03-14 07:00:00
1.52099E+12,2018-03-14 07:00:00,9151.92,9333.78,8631.78,8675.08,16943.95675,1.52103E+12,2018-03-14 19:00:00
1.52103E+12,2018-03-14 19:00:00,8675.08,8791.49,7900.28,8170,32764.13736,1.52107E+12,2018-03-15 07:00:00
1.52107E+12,2018-03-15 07:00:00,8184.01,8299,7650,8235,28181.48371,1.52112E+12,2018-03-15 19:00:00
1.52112E+12,2018-03-15 19:00:00,8235,8430,7925.15,8240.98,24109.53857,1.52116E+12,2018-03-16 07:00:00
1.52116E+12,2018-03-16 07:00:00,8240.98,8324.96,7900,8192.94,18147.79811,1.5212E+12,2018-03-16 19:00:00
1.5212E+12,2018-03-16 19:00:00,8182.07,8611.64,8139.02,8260,20667.61178,1.52124E+12,2018-03-17 07:00:00
1.52124E+12,2018-03-17 07:00:00,8260,8348.62,8078,8158,12971.27309,1.52129E+12,2018-03-17 19:00:00
1.52129E+12,2018-03-17 19:00:00,8158.01,8177.93,7721.99,7824.8,20138.93324,1.52133E+12,2018-03-18 07:00:00
1.52133E+12,2018-03-18 07:00:00,7824.01,7857.24,7519.84,7760.09,20558.71946,1.52137E+12,2018-03-18 19:00:00
1.52137E+12,2018-03-18 19:00:00,7761.19,8317.4,7322,8189.99,38929.51225,1.52142E+12,2018-03-19 07:00:00
1.52142E+12,2018-03-19 07:00:00,8189,8456,8088.4,8330,24954.71037,1.52146E+12,2018-03-19 19:00:00
1.52146E+12,2018-03-19 19:00:00,8330,8705.23,8205.01,8600,30342.37457,1.5215E+12,2018-03-20 07:00:00
1.5215E+12,2018-03-20 07:00:00,8595.01,8667,8280,8516,19638.28051,1.52155E+12,2018-03-20 19:00:00
1.52155E+12,2018-03-20 19:00:00,8517.44,9050,8429,8909.98,25226.82533,1.52159E+12,2018-03-21 07:00:00
1.52159E+12,2018-03-21 07:00:00,8909.96,9145.3,8860.01,9063,16467.91327,1.52163E+12,2018-03-21 19:00:00
1.52163E+12,2018-03-21 19:00:00,9063,9177.01,8750.6,8885,23504.4921,1.52168E+12,2018-03-22 07:00:00
1.52168E+12,2018-03-22 07:00:00,8884.82,9100,8620,8642.01,18884.01632,1.52172E+12,2018-03-22 19:00:00
1.52172E+12,2018-03-22 19:00:00,8645,8770,8465.1,8722.9,21733.54049,1.52176E+12,2018-03-23 07:00:00
1.52176E+12,2018-03-23 07:00:00,8720,8729.5,8330,8510,18943.82448,1.52181E+12,2018-03-23 19:00:00
1.52181E+12,2018-03-23 19:00:00,8509.99,8909,8269,8898.03,21047.18318,1.52185E+12,2018-03-24 07:00:00
1.52185E+12,2018-03-24 07:00:00,8898.04,8987.97,8683,8723,16517.96011,1.52189E+12,2018-03-24 19:00:00
1.52189E+12,2018-03-24 19:00:00,8723,8999.95,8491,8546.86,18948.64946,1.52194E+12,2018-03-25 07:00:00
1.52194E+12,2018-03-25 07:00:00,8531.25,8599,8365.77,8407,14196.61434,1.52198E+12,2018-03-25 19:00:00
1.52198E+12,2018-03-25 19:00:00,8408,8669.85,8380.41,8470.15,14805.15498,1.52202E+12,2018-03-26 07:00:00
1.52202E+12,2018-03-26 07:00:00,8470.14,8514.89,8050,8089,17456.69526,1.52207E+12,2018-03-26 19:00:00
1.52207E+12,2018-03-26 19:00:00,8089,8268.5,7831,8134.23,26576.90041,1.52211E+12,2018-03-27 07:00:00
1.52211E+12,2018-03-27 07:00:00,8134.22,8215.94,7730,7934.22,19666.0119,1.52215E+12,2018-03-27 19:00:00
1.52215E+12,2018-03-27 19:00:00,7932.2,8150.17,7755.58,7795.51,17761.63615,1.5222E+12,2018-03-28 07:00:00
1.5222E+12,2018-03-28 07:00:00,7795.51,8109,7728,8040,13622.82743,1.52224E+12,2018-03-28 19:00:00
1.52224E+12,2018-03-28 19:00:00,8040,8055.99,7825,7949.3,12778.50424,1.52228E+12,2018-03-29 07:00:00
1.52228E+12,2018-03-29 07:00:00,7949.3,7975,7425.4,7466.97,21442.95771,1.52232E+12,2018-03-29 19:00:00
1.52232E+12,2018-03-29 19:00:00,7466.89,7580,6941.11,7090.14,33177.95742,1.52237E+12,2018-03-30 07:00:00
1.52237E+12,2018-03-30 07:00:00,7090.16,7292.43,6666.66,7027.72,37577.89814,1.52241E+12,2018-03-30 19:00:00
1.52241E+12,2018-03-30 19:00:00,7027.73,7040.01,6600.1,6840.23,27728.13383,1.52245E+12,2018-03-31 07:00:00
1.52245E+12,2018-03-31 07:00:00,6840.24,7148.2,6777,7073.63,20263.48881,1.5225E+12,2018-03-31 19:00:00
1.5225E+12,2018-03-31 19:00:00,7079.72,7223.36,6842.97,6923.91,16605.05028,1.52254E+12,2018-04-01 07:00:00
1.52254E+12,2018-04-01 07:00:00,6922,7049.98,6623.97,6685.1,14578.83883,1.52258E+12,2018-04-01 19:00:00
1.52258E+12,2018-04-01 19:00:00,6688.53,6961.83,6430,6813.01,29492.59163,1.52263E+12,2018-04-02 07:00:00
1.52263E+12,2018-04-02 07:00:00,6813.01,7125,6765,7046.01,16763.39228,1.52267E+12,2018-04-02 19:00:00
1.52267E+12,2018-04-02 19:00:00,7046,7070,6873.32,7056,15360.16779,1.52271E+12,2018-04-03 07:00:00
1.52271E+12,2018-04-03 07:00:00,7063.97,7447.99,7011.01,7307.48,20247.38707,1.52276E+12,2018-04-03 19:00:00
1.52276E+12,2018-04-03 19:00:00,7302.03,7520,7277,7405.21,17539.94474,1.5228E+12,2018-04-04 07:00:00
1.5228E+12,2018-04-04 07:00:00,7405.21,7427.52,7001,7058,20139.32205,1.52284E+12,2018-04-04 19:00:00
1.52284E+12,2018-04-04 19:00:00,7055,7123.98,6707,6796.1,22087.86176,1.52289E+12,2018-04-05 07:00:00
1.52289E+12,2018-04-05 07:00:00,6796.1,6902,6566.69,6779,20658.832,1.52293E+12,2018-04-05 19:00:00
1.52293E+12,2018-04-05 19:00:00,6778.99,6899,6612.11,6770.76,18370.89946,1.52297E+12,2018-04-06 07:00:00
1.52297E+12,2018-04-06 07:00:00,6770,6850,6500,6600,17299.40651,1.52302E+12,2018-04-06 19:00:00
1.52302E+12,2018-04-06 19:00:00,6600,6634.88,6516.67,6601.39,10155.60541,1.52306E+12,2018-04-07 07:00:00
1.52306E+12,2018-04-07 07:00:00,6601.39,6929.86,6586.28,6862.04,16223.88599,1.5231E+12,2018-04-07 19:00:00
1.5231E+12,2018-04-07 19:00:00,6862.04,7070,6760,6895.8,16045.69228,1.52315E+12,2018-04-08 07:00:00
1.52315E+12,2018-04-08 07:00:00,6895.81,7100,6880,7099.85,10649.78476,1.52319E+12,2018-04-08 19:00:00
1.52319E+12,2018-04-08 19:00:00,7100,7109.13,6937.03,7018,10777.88841,1.52323E+12,2018-04-09 07:00:00
1.52323E+12,2018-04-09 07:00:00,7011.04,7185,6691.18,6745,19507.74773,1.52328E+12,2018-04-09 19:00:00
1.52328E+12,2018-04-09 19:00:00,6740,6795,6611,6782.72,14570.54948,1.52332E+12,2018-04-10 07:00:00
1.52332E+12,2018-04-10 07:00:00,6781.55,6820,6656,6735,10808.33485,1.52336E+12,2018-04-10 19:00:00
1.52336E+12,2018-04-10 19:00:00,6735,6890,6719.91,6843.9,11518.39325,1.5234E+12,2018-04-11 07:00:00
1.5234E+12,2018-04-11 07:00:00,6839.56,6872.71,6787,6851.97,10255.17384,1.52345E+12,2018-04-11 19:00:00
1.52345E+12,2018-04-11 19:00:00,6851.53,6990,6840,6953.79,13742.69733,1.52349E+12,2018-04-12 07:00:00
1.52349E+12,2018-04-12 07:00:00,6953.78,8012.23,6743.2,7690,31646.81764,1.52353E+12,2018-04-12 19:00:00
1.52353E+12,2018-04-12 19:00:00,7685.55,7986.1,7542,7923,33214.77835,1.52358E+12,2018-04-13 07:00:00
1.52358E+12,2018-04-13 07:00:00,7922.99,8195.84,7732,8091,27022.67659,1.52362E+12,2018-04-13 19:00:00
1.52362E+12,2018-04-13 19:00:00,8091.4,8233.39,7768.47,7877.41,28021.84656,1.52366E+12,2018-04-14 07:00:00
1.52366E+12,2018-04-14 07:00:00,7877.48,8186,7810,7965.32,17721.6619,1.52371E+12,2018-04-14 19:00:00
1.52371E+12,2018-04-14 19:00:00,7965,8090.23,7849.46,7999.01,13899.62446,1.52375E+12,2018-04-15 07:00:00
1.52375E+12,2018-04-15 07:00:00,8004,8429.54,7999.02,8330,14948.62919,1.52379E+12,2018-04-15 19:00:00
1.52379E+12,2018-04-15 19:00:00,8330,8380,8230,8355,12998.09126,1.52384E+12,2018-04-16 07:00:00
1.52384E+12,2018-04-16 07:00:00,8355.07,8419,8000,8086,20076.57022,1.52388E+12,2018-04-16 19:00:00
1.52388E+12,2018-04-16 19:00:00,8086,8087.11,7867,8064.92,16587.4995,1.52392E+12,2018-04-17 07:00:00
1.52392E+12,2018-04-17 07:00:00,8064.92,8173.7,7956.17,8124.87,14532.04593,1.52397E+12,2018-04-17 19:00:00
1.52397E+12,2018-04-17 19:00:00,8124.87,8156,7825.4,7885.02,17620.55764,1.52401E+12,2018-04-18 07:00:00
1.52401E+12,2018-04-18 07:00:00,7890.96,8149.89,7868,8103,12531.28787,1.52405E+12,2018-04-18 19:00:00
1.52405E+12,2018-04-18 19:00:00,8104,8236.43,7931.01,8173,14437.7567,1.5241E+12,2018-04-19 07:00:00
